id,lexical_diversity,Twitter for iPhone,Twitter for Andriod,Twitter for iPad,Twitter for Web Client,Twitter for Websites,Twitter for Web App,Other,location,account_age,tweets,following,followers,likes_given,verified,sentiment_neg,sentiment_neu,sentiment_pos,hashtag_count,mentions_count,likes_received,retweets_count,url_count,label
2400761,0.135849057,0.85,0,0.03,0.07,0,0.05,0,1,4704,528,133,46,1293,0,0.05384,0.7938,0.15238,7,121,33,3,27,0
112324953,0.363354037,0.94,0,0,0.04,0,0.02,0,1,3656,25260,1314,1295,1940,0,0.05122,0.80808,0.1407,13,18,54,19,50,0
38749235,0.021491783,1,0,0,0,0,0,0,1,3931,25737,90,45,1787,0,0.11922,0.74228,0.13849,5,19,59,0,24,0
110936556,0.348139256,0.01,0,0,0,0,0.06,0.93,1,3660,33936,699,2018415,3118,1,0.00526,0.84937,0.14537,421,10,243359,92051,42,0
82429339,0.446428571,0,0.38,0,0.01,0,0.01,0.6,1,3772,11766,2704,9999,4231,0,0.02568,0.77023,0.2041,97,57,447,20,80,0
31641658,0.463414634,0.95,0,0,0,0,0.05,0,1,3953,42201,2977,1188197,26548,1,0.03797,0.66295,0.29908,7,110,34900,2810,47,0
923935171,0.533225284,1,0,0,0,0,0,0,1,2656,5341,1512,400,14711,0,0.04637,0.87633,0.0773,20,114,86,4,14,0
225057152,0.025502107,0,0.95,0,0,0,0.05,0,0,3350,24244,2913,2188,17271,0,0.08164,0.83476,0.08358,19,121,226,137,63,0
2452373599,0.424543947,0,0.31,0,0,0,0.69,0,1,2125,2177,478,133,15963,0,0.11568,0.72831,0.15603,18,45,168,18,47,0
57083275,0.024669461,0.1,0,0,0,0,0,0.9,1,3863,91877,58,1118191,337,1,0.01093,0.94868,0.04039,91,14,2538,258,99,0
17345347,0.438665358,0,0,0,0.92,0.01,0.01,0.06,1,4108,1084,648,511,103,0,0.05239,0.75922,0.18837,69,37,51,15,41,0
2170148507,0.30259366,0,0.05,0,0.01,0,0,0.94,1,2289,4140,184,13,91,0,0.01844,0.92983,0.05173,29,107,4,0,97,0
29741043,0.465671642,0.62,0,0.02,0.12,0,0.24,0,1,3962,1094,929,328,2920,0,0.03641,0.85756,0.10603,51,55,311,15,49,0
36850898,0.431472081,0.63,0,0,0.34,0,0.03,0,1,3939,7482,210,506628,1249,1,0.0767,0.76969,0.15358,3,43,80562,5914,80,0
2241667004,0.534020619,1,0,0,0,0,0,0,1,2253,2718,732,1028,1318,1,0.08817,0.8067,0.10513,131,79,198,48,73,0
2491916912,0.047601152,1,0,0,0,0,0,0,0,2101,2041,372,376,7550,0,0.04778,0.82014,0.1321,24,71,562,45,12,0
14214989,0.504360465,0.44,0,0,0,0,0.56,0,0,4340,11858,4551,5270,31125,0,0.05165,0.77277,0.17557,16,118,327,5,31,0
225731980,0.571748879,0,0.37,0,0,0,0.63,0,1,3348,464,37,1178331,11,0,0.01297,0.97276,0.01427,41,47,1142,727,17,0
518973876,0.417431193,0,0.28,0.07,0.42,0,0,0.23,0,2896,183,86,29,224,0,0.07827,0.79696,0.12476,201,26,19,6,41,0
514646944,0.467581047,0.9,0,0,0.04,0,0.06,0,1,2900,1372,365,486,1503,0,0.00744,0.78316,0.20941,111,101,285,24,61,0
2434731782,0.530666667,1,0,0,0,0,0,0,1,2135,1960,420,67,7386,0,0.03814,0.82036,0.1415,43,60,76,2,8,0
3794327783,0.541374474,0,1,0,0,0,0,0,0,1598,1701,452,44,1394,0,0.07641,0.84793,0.07561,26,59,1552,304,32,0
23151437,0.380993897,0.3,0,0,0,0,0,0.7,1,3994,38971,557,36196784,103,1,0.05607,0.78377,0.16018,104,13,383518,37997,95,0
373564351,0.3989867,0.69,0,0.31,0,0,0,0,1,3072,53553,9845,147396,886611,0,0.07019,0.85499,0.0748,0,14,2944,1433,87,0
24472704,0.031401825,0,0.07,0,0,0,0.7,0.23,1,3986,29107,5227,1053322,8967,1,0.03991,0.87729,0.0828,23,18,29363,5769,32,0
1893987704,0.476377953,0,0.67,0,0,0,0.33,0,1,2333,14008,974,1545,16048,0,0.05409,0.76723,0.17867,8,68,275,18,31,0
25365536,0.456621005,1,0,0,0,0,0,0,1,3981,31438,130,63335631,160,1,0.02085,0.79008,0.18907,2,33,2218784,134866,69,0
260885614,0.0441331,0.67,0,0,0,0,0.33,0,1,3266,94502,23631,44023,108450,0,0.02585,0.91472,0.05941,4,587,4005,4121,73,0
23083404,0.461731493,1,0,0,0,0,0,0,1,3994,6862,186,45136555,144,1,0.04907,0.80325,0.14767,22,49,6051392,749849,80,0
82130437,0.532536521,0.09,0.91,0,0,0,0,0,1,3773,3238,826,106,5023,0,0.07959,0.83108,0.08932,13,64,69,0,45,0
790136510,0.423576424,0.98,0,0,0,0,0,0.02,0,2722,16471,681,1573576,297,1,0.028,0.68699,0.28501,6,60,322081,20495,84,0
282242342,0.414569536,0.58,0,0,0.04,0,0.36,0.02,0,3225,327,287,102,734,0,0.04236,0.79425,0.16338,44,51,42,5,62,0
26317512,0.043802601,0.02,0,0,0.28,0,0.7,0,0,3976,2038,1388,1891,2601,0,0.02419,0.77754,0.19829,9,96,105,28,66,0
65773523,0.441176471,0.34,0,0,0,0,0,0.66,1,3833,40146,498,1274369,2101,1,0.04341,0.75057,0.20601,56,89,22264,463,81,0
416612298,0.437020811,0,0.59,0.01,0,0,0.4,0,1,3006,763,178,396,4297,0,0.03463,0.86113,0.10425,14,184,216,6,51,0
1449933242,0.189542484,0.84,0,0,0,0,0,0.16,0,2455,53903,2687,833,1824,0,0,1,0,4,40,6,2,24,0
196463183,0.428403756,1,0,0,0,0,0,0,1,3422,86629,818,1232123,3338,1,0.04017,0.9556,0.00423,12,35,6163,873,42,0
116611790,0.462035541,0,0,0,0,0,0,1,1,3641,42529,394,1084267,54,1,0.01248,0.98111,0.00641,19,51,293,107,98,0
1729682004,0.495192308,0,0.48,0.03,0.18,0,0.28,0.03,1,2351,549,371,207,1627,0,0.04291,0.82066,0.13641,41,35,389,23,16,0
1260617916,0.028447445,0,0,0,0,0,1,0,1,2527,79067,2133,1648,54113,0,0.00865,0.98385,0.0075,16,109,113,13,30,0
370324563,0.535849057,0.77,0,0,0,0,0.22,0.01,1,3078,10418,1383,9114,5402,0,0.05912,0.84239,0.09844,6,72,1645,229,47,0
26376283,0.42321755,0.13,0,0,0.36,0,0.3,0.21,1,3976,55950,502,9597,7952,0,0.05274,0.78664,0.1606,30,66,99,14,51,0
70179948,0.382101167,0.61,0,0,0,0,0,0.39,1,3817,22435,2824,4004697,9047,1,0.03039,0.84854,0.12107,84,30,11673,441,78,0
1085149063,0.46728972,0,1,0,0,0,0,0,1,2585,108959,36516,1095320,60517,1,0.02341,0.96365,0.01294,54,20,17557,3329,26,0
75541946,0.025321365,0.77,0,0,0.12,0,0.11,0,1,3797,3484,504,753433,6184,1,0.02763,0.72406,0.2483,28,59,886438,220767,85,0
2976226983,0.035431512,0,0.62,0,0.32,0,0.06,0,0,1855,85321,206,539,80538,0,0.01433,0.97883,0.00684,3,55,32,18,74,0
108199469,0.467843632,0.95,0,0,0,0,0.05,0,1,3670,16546,1793,2697,38787,0,0.04746,0.7447,0.20785,9,186,546,3,18,0
2257077296,0.028535861,0,0.45,0,0,0,0.55,0,0,2243,7716,1598,248,38291,0,0.02389,0.73588,0.24024,1,125,171,2,39,0
174490066,0.366631243,0.36,0,0.01,0.42,0,0.07,0.14,1,3479,719,136,108,610,0,0.02305,0.73277,0.24418,37,55,118,16,61,0
606042057,0.48503937,0,1,0,0,0,0,0,0,2801,13924,6633,6018,13432,0,0.10747,0.81211,0.08038,13,254,74,3,26,0
494889421,0.464017186,0,1,0,0,0,0,0,1,2916,2534,345,99,2626,0,0.01474,0.95399,0.03127,15,153,205,11,36,0
296318811,0.025918254,0,0.74,0,0,0,0.26,0,1,3199,29509,441,261,37892,0,0.0324,0.94948,0.01812,0,23,70,2,45,0
2905469547,0.048439594,1,0,0,0,0,0,0,0,1894,24728,585,877,13189,0,0.02528,0.95762,0.0171,0,27,535,78,38,0
440519278,0.472931563,0,0,0,0,0,1,0,1,2976,23411,23730,93936,13004,0,0.00814,0.92022,0.07164,9,23,18200,3751,54,0
30528588,0.442714127,1,0,0,0,0,0,0,1,3958,4789,216,67,203,0,0.06057,0.79203,0.14739,71,26,56,2,37,0
34565574,0.454545455,1,0,0,0,0,0,0,1,3946,19778,348,338,5388,0,0.08756,0.76651,0.14593,32,123,67,0,33,0
55404019,0.025539456,0,0.03,0.2,0.05,0,0.63,0.09,1,3868,32826,969,91744,3708,0,0.00943,0.97707,0.0135,132,58,1466,870,100,0
3938402536,0.406412478,0.54,0,0,0,0,0.46,0,1,1584,7701,644,4957,8245,0,0.06649,0.7969,0.1366,28,75,2221,236,74,0
22885574,0.502018843,0.95,0,0,0,0,0,0.05,1,3995,86973,1394,953415,40900,1,0.01596,0.94606,0.03798,9,63,23227,2329,52,0
16082694,0.029404415,0,1,0,0,0,0,0,0,4180,79134,5302,4817,233041,0,0.0616,0.82482,0.11357,35,95,138,23,50,0
411234611,0.030380069,1,0,0,0,0,0,0,1,3013,11275,338,270,21603,0,0.07425,0.81909,0.10668,28,30,80,10,51,0
385144056,0.029699583,0,0.99,0,0,0,0.01,0,1,3052,77564,2330,1854,143603,0,0.05839,0.80102,0.1306,23,138,248,26,45,0
19272244,0.022222222,0.75,0,0,0.01,0,0.01,0.23,1,4039,21289,4204,936745,1743,1,0.04935,0.83599,0.11466,50,46,17727,6476,67,0
72047325,0.413621262,0.28,0,0,0,0,0,0.72,1,3810,16083,1105,1041981,11894,1,0.01752,0.93074,0.05175,95,42,6249,493,97,0
366781966,0.545945946,0.81,0,0,0,0,0.19,0,1,3084,15588,762,12806,9875,1,0.02123,0.76444,0.21432,15,77,8702,826,21,0
341304406,0.461397059,1,0,0,0,0,0,0,1,3125,20869,323,392,49066,0,0.01163,0.88467,0.10371,314,141,174,50,22,0
572429251,0.048780488,0.91,0,0,0.04,0,0,0.05,1,2837,1071,384,307,11618,0,0.02629,0.78887,0.18485,43,79,116,0,65,0
3297160441,0.022311468,0.23,0,0,0.01,0,0,0.76,1,1660,10611,10484,10272,5372,0,0.01029,0.82843,0.16127,108,86,322,309,101,0
1547145732,0.429370629,1,0,0,0,0,0,0,0,2422,1048,265,240,1007,0,0.01992,0.74404,0.23604,41,200,237,25,43,0
39413353,0.444771723,0.99,0,0,0,0,0.01,0,1,3928,4877,633,321,11768,0,0.065,0.76022,0.17476,124,66,173,15,40,0
19745266,0.443965517,0,1,0,0,0,0,0,1,4030,11107,334,231,92152,0,0.03437,0.75691,0.2087,4,111,80,1,14,0
58101689,0.123961219,0.86,0,0,0,0.03,0,0.11,1,3860,477,887,55,599,0,0.04277,0.7783,0.17897,81,82,120,10,15,0
2249186082,0.431125131,1,0,0,0,0,0,0,0,2248,2146,108,1214,945,0,0.0398,0.79828,0.16193,26,81,782,87,31,0
111357741,0.411413969,0.64,0,0,0,0,0.01,0.35,1,3659,10975,1454,619,5701,0,0.02921,0.785,0.18579,43,106,180,21,89,0
511326073,0.429735234,0.99,0,0.01,0,0,0,0,1,2902,8018,78,149,3724,0,0.07629,0.82389,0.09979,20,337,33,19,52,0
271466783,0.507389163,0,0.76,0,0.24,0,0,0,1,3246,26624,1039,2592,25646,0,0.01352,0.9145,0.07198,58,46,7690,974,17,0
31368996,0.032224889,0,1,0,0,0,0,0,1,3955,12695,159,67,2167,0,0.06613,0.83329,0.10058,73,56,65,2,30,0
2367002093,0.432896065,0,0.82,0,0,0,0.18,0,1,2176,26566,3906,4169,38671,0,0.01771,0.95688,0.0254,13,82,1152,98,43,0
421858976,0.72173913,0.82,0,0,0.02,0,0.1,0.06,1,2999,39752,3044,1535,151728,0,0.01577,0.93303,0.0512,37,69,115,36,33,0
39378322,0.024206496,1,0,0,0,0,0,0,1,3928,53593,1740,157227,51436,1,0.04194,0.70523,0.25284,27,47,12542,1011,93,0
2357303431,0.025251819,1,0,0,0,0,0,0,1,2180,154250,2953,1364,150439,0,0.04549,0.76551,0.18899,42,78,71,6,33,0
330580623,0.530551416,0,0.84,0,0,0,0.16,0,1,3142,1939,603,100,990,0,0.07866,0.8494,0.07194,41,129,4329,1081,30,0
301454856,0.031258302,0,0.45,0,0,0,0.55,0,1,3191,106579,266,278,52647,0,0.1222,0.76283,0.11501,2,25,218,52,79,0
2369501670,0.661290323,0,1,0,0,0,0,0,1,2172,2464,2404,944,30153,0,0.02234,0.89795,0.07971,13,86,159,2,36,0
3825988815,0.033794163,0,1,0,0,0,0,0,1,1594,21496,314,352,39571,0,0.00442,0.98689,0.00869,20,164,138,6,47,0
107442007,0.420942408,0,1,0,0,0,0,0,1,3672,375,414,118,1326,0,0.0443,0.94391,0.01178,1,208,340,8,58,0
22851805,0.466740576,0.96,0,0,0,0,0.04,0,1,3996,88636,2463,5096,48434,0,0.05002,0.81432,0.13568,14,101,1236,172,31,0
123580195,0.591651543,1,0,0,0,0,0,0,1,3619,13504,758,1547856,8871,1,0.02922,0.92423,0.04655,4,88,44738,3350,11,0
2822547328,0.46761658,0,1,0,0,0,0,0,0,1950,6598,447,214,11987,0,0.09074,0.77146,0.13782,26,69,111,23,50,0
884907577,0.035857938,0,0,0,0,0,1,0,1,2674,12709,715,351,7093,0,0.049606061,0.835222222,0.115171717,13,129,196,18,69,0
43298203,0.448529412,0.99,0,0,0,0,0.01,0,1,3910,65787,1290,1439231,13898,1,0.03264,0.78299,0.18433,39,38,97509,10489,70,0
149448967,0.486656201,1,0,0,0,0,0,0,1,3545,41701,821,1269107,8312,1,0.02536,0.94827,0.02637,2,105,11541,734,26,0
31404917,0.377938517,0.49,0,0,0,0,0,0.51,1,3954,25056,4136,400807,15253,0,0.01155,0.81203,0.17643,61,182,137,51,62,0
179837404,0.028209419,0,0,0,0.38,0,0,0.62,1,3465,60648,4263,1359,86609,0,0.08299,0.80808,0.10891,247,61,144,28,56,0
106982801,0.394123607,1,0,0,0,0,0,0,1,3673,13748,1536,763,93675,0,0.05022,0.76363,0.18615,83,104,248,5,14,0
217749896,0.392804699,0.72,0.08,0,0,0,0,0.2,1,3370,20391,3765,2348072,748,1,0.01044,0.97376,0.0158,62,27,140492,58053,92,0
66643428,0.60610687,0,0.01,0,0,0,0,0.99,1,3829,24319,356,933027,2200,1,0.0355,0.89652,0.06799,28,96,635,86,35,0
50687788,0.145974417,0,0,0,0,0,0.01,0.99,0,3883,113976,1169,937027,8900,1,0.0398,0.69771,0.26245,0,104,31,1,71,0
17430984,0.38877551,0,0.31,0,0,0,0.33,0.36,1,4104,14446,365,2095,7269,0,0.02364,0.82384,0.1525,128,65,154,12,74,0
29345753,0.023060228,1,0,0,0,0,0,0,1,3963,88095,1253,9612,15436,0,0.04506,0.72603,0.22891,7,65,557,46,73,0
14109406,0.377230246,0.39,0,0.01,0,0,0.12,0.48,1,4356,9862,1494,3628,9976,0,0.00737,0.8316,0.16103,92,143,380,47,50,0
3000657923,0.417004049,0.03,0,0,0,0,0,0.97,1,1842,869,244,159,128,0,0.03735,0.76811,0.19452,118,9,137,6,97,0
132962832,0.030391965,0,0.44,0,0.02,0,0.4,0.14,1,3589,6009,644,250,3714,0,0.01642,0.92999,0.05358,35,101,43,3,62,0
601648078,0.470752089,0,0.73,0,0.26,0,0.01,0,0,2805,708,84,16,3427,0,0.06901,0.80009,0.13089,2,175,47,2,38,0
1911312451,0.277207392,0.11,0,0,0,0,0.02,0.87,0,2328,436,254,266,262,0,0.00703,0.87263,0.12034,51,71,331,205,97,0
1268082668,0.027003838,0,0,1,0,0,0,0,0,2524,14724,1588,865,9312,0,0.01596,0.97123,0.0128,0,76,222,111,72,0
250624869,0.03364217,0,0.44,0,0,0,0.02,0.54,1,3287,27923,407,404,14646,0,0.01252,0.97623,0.01125,12,70,61,7,31,0
7982372,0.492783505,0.05,0,0,0,0,0,0.95,1,4572,12622,1374,1308,662,0,0.04844,0.81157,0.13997,2,61,285,13,71,0
25382962,0.366562009,0.99,0,0,0,0,0.01,0,1,3981,46939,12415,1169500,283,1,0.03828,0.9052,0.05653,29,17,8528,1000,78,0
14502233,0.576237624,0.94,0,0.06,0,0,0,0,1,4311,48724,1511,1271618,15732,1,0.01039,0.95093,0.03868,2,111,15963,942,21,0
2949953224,0.067085131,0,1,0,0,0,0,0,0,1869,1713,326,121,961,0,0.01517,0.91493,0.0699,63,46,13,5,1,0
295594406,0.462002413,1,0,0,0,0,0,0,1,3200,33776,708,792757,552,1,0.07999,0.73642,0.18361,1,94,24707,1889,34,0
155726313,0.431166348,0,0,0,0,0,1,0,1,3529,140218,3659,10741,132617,0,0.02704,0.83702,0.13594,47,91,926,55,38,0
2422902469,0.582743989,0,0,0.03,0.53,0,0.44,0,1,2142,1970,377,176,26809,0,0.08278,0.82693,0.09028,17,87,343,12,34,0
71783170,0.556666667,1,0,0,0,0,0,0,1,3811,5295,20230,1767512,12407,0,0.00284,0.97885,0.01831,19,0,43591,12580,3,0
49057253,0.385862516,0.47,0,0,0.41,0,0.12,0,1,3888,2217,794,2746,696,0,0.04361,0.75443,0.20192,6,48,1107,188,84,0
36492603,0.478960396,0,1,0,0,0,0,0,1,3940,21048,1029,301,19759,0,0.05381,0.8524,0.09377,2,169,252,9,42,0
3298685864,0.418786693,0,0,0.05,0.01,0,0.94,0,1,1660,9385,211,324,50321,0,0.06206,0.84423,0.09371,4,308,185,3,89,0
977682662,0.38005997,0,0.97,0,0.01,0,0.02,0,1,2630,9477,723,1302,7591,0,0.02834,0.72151,0.25015,7,76,218,13,53,0
54950461,0.026818592,0.8,0,0,0.05,0,0.1,0.05,1,3870,25373,111,648,53,0,0.027,0.85786,0.11515,67,65,83,7,58,0
58335456,0.026477684,1,0,0,0,0,0,0,1,3859,28911,4894,606,93452,0,0.04364,0.81541,0.14097,4,100,505,11,29,0
24574888,0.038231592,0.925373134,0,0,0,0,0.074626866,0,1,3985,19211,885,502,139369,0,0.090776119,0.835283582,0.118731343,18,131,65,10,33,0
267342991,0.029426505,0,0.13,0,0.66,0,0.21,0,1,3254,20071,643,312,384,0,0.06959,0.82965,0.10078,12,105,102,20,55,0
184004752,0.644808743,0,0,0,0,0,0.02,0.98,0,3454,14517,321,3036414,15336,1,0,0.99131,0.00869,262,1,400420,183261,89,0
63356193,0.364993216,0.88,0,0,0,0,0,0.12,1,3842,1288,1265,7590,3673,0,0.02451,0.76938,0.20614,128,95,257,48,73,0
30944238,0.419261405,0.39,0,0,0,0,0.3,0.31,1,3956,8027,2082,11469,1256,0,0.02768,0.84132,0.13101,31,48,898,279,85,0
330432644,0.576305221,0.96,0,0,0.03,0,0.01,0,1,3142,5524,538,1067638,6900,1,0.03782,0.91256,0.04962,6,39,38522,6844,6,0
153810519,0.377673797,0.03,0.01,0.24,0.25,0,0.47,0,1,3534,1446,22,1037789,0,1,0.02529,0.8485,0.12618,8,7,18749,6693,84,0
120958633,0.433427762,0.9,0,0.1,0,0,0,0,1,3628,8236,1263,557,2754,0,0.03317,0.78924,0.1776,63,46,244,32,54,0
1639006819,0.438247012,0,0.51,0,0.01,0,0.01,0.47,0,2385,690,106,57,2002,0,0.03502,0.80021,0.16475,78,51,31,3,58,0
1652181932,0.030161306,0.96969697,0,0,0,0,0,0.03030303,1,2379,3078,358,209,11073,0,0.125636364,0.758464646,0.115909091,20,144,186,46,32,0
1924076820,0.581294964,0.75,0,0,0,0,0.25,0,0,2324,10555,98,1583688,39780,1,0.05414,0.83902,0.10685,3,8,84618,2115,48,0
2996521607,0.054520359,0,1,0,0,0,0,0,1,1843,18099,0,37,5056,0,0.008981132,0.973830189,0.017188679,11,77,458,41,20,0
3218981264,0.028880094,1,0,0,0,0,0,0,1,1731,17792,492,112,58047,0,0.05237,0.74499,0.20262,4,24,47,7,61,0
19497205,0.671619614,0.09,0,0,0.01,0,0.36,0.54,1,4034,8974,554,1146,11055,0,0.04163,0.80462,0.15375,96,93,92,32,77,0
2291670331,0.480392157,0,0,0,0.09,0,0.89,0.02,1,2219,13554,2257,2012,8306,0,0.04345,0.63,0.32656,13,67,100,16,92,0
165632235,0.030868944,0.88,0,0.04,0.01,0,0.07,0,0,3502,3090,743,143,30608,0,0.03273,0.80869,0.15858,58,93,2718,193,34,0
2862813495,0.147394137,0.09,0.91,0,0,0,0,0,0,1923,1799,185,57,1882,0,0.03288,0.85382,0.1133,78,41,25,58,11,0
58560480,0.395587076,0.16,0,0,0.01,0,0.79,0.04,1,3858,4445,3247,665725,4798,1,0.00486,0.76758,0.22755,35,148,19569,4181,93,0
101572211,0.466744457,0.48,0,0,0.51,0,0.01,0,1,3691,6983,945,1437,15977,0,0.05887,0.78111,0.15999,1,90,367,28,43,0
46440103,0.023186683,0.13,0.11,0,0,0,0.29,0.47,1,3897,5951,123023,466746,4061,1,0.04314,0.7828,0.17407,45,33,40843,8021,90,0
97893963,0.497076023,0.91,0,0,0,0,0,0.09,1,3706,38129,1306,1206526,7786,1,0.04167,0.74952,0.20882,45,34,171077,13267,67,0
59199168,0.568027211,1,0,0,0,0,0,0,1,3856,4475,717,941723,9,1,0.06194,0.7818,0.15625,6,44,39532,3524,47,0
128799124,0.027786426,1,0,0,0,0,0,0,1,3602,16083,2631,1155459,12822,1,0.04153,0.91426,0.0442,2,94,14551,3260,21,0
58432995,0.399239544,0.88,0,0,0.02,0,0,0.1,1,3858,22768,829,390498,517,1,0.0161,0.81845,0.16546,116,48,13149,485,52,0
1638904783,0.030690537,0.12,0.19,0.69,0,0,0,0,0,2385,47926,4906,3667,35770,0,0.02154,0.80617,0.17229,83,110,104,31,71,0
63677189,0.519745223,0.05,0,0,0.1,0,0.15,0.7,1,3840,24898,690,1038678,1465,1,0.03594,0.86185,0.10223,19,49,164459,25629,39,0
2397575574,0.042247876,0.5,0,0.08,0.32,0,0.09,0.01,0,2155,2411,387,488,1077,0,0.07945,0.87012,0.05046,57,160,353,89,65,0
1908788376,0.479028698,0.39,0,0,0,0,0.61,0,1,2329,2164,563,573,3845,0,0.02374,0.74001,0.23624,47,71,247,35,83,0
2890008755,0.467532468,1,0,0,0,0,0,0,1,1906,2140,1409,302,623,0,0.0383,0.77666,0.18503,111,53,128,32,54,0
47199132,0.512911843,0.34,0,0,0.13,0,0.53,0,1,3894,38999,3513,7776,30847,1,0.03749,0.90322,0.05929,3,143,587,112,76,0
563264825,0.115291262,0,0.59,0,0.36,0,0.05,0,1,2848,888,107,44,5824,0,0.06898,0.80927,0.12176,20,109,32,4,55,0
224916991,0.023783603,1,0,0,0,0,0,0,1,3350,115894,844,2033052,488,0,0.06378,0.92803,0.00818,4,29,23199,7583,95,0
268414482,0.533333333,1,0,0,0,0,0,0,0,3252,10539,346,44920944,490,1,0.03095,0.91496,0.05409,16,34,6124151,766524,43,0
192611378,0.378354978,0.89,0,0,0,0,0.11,0,1,3432,35286,44,1728561,0,1,0.00461,0.98181,0.01358,6,7,58901,7061,55,0
167458719,0.402083333,0,0.51,0,0.07,0,0.41,0.01,1,3497,6819,2176,2660,7335,0,0.05929,0.76819,0.17256,40,116,696,36,67,0
21417693,0.483266399,0,0.96,0,0.04,0,0,0,0,4008,8624,935,315,2452,0,0.05128,0.76739,0.18133,16,157,284,15,33,0
817957993,0.477419355,1,0,0,0,0,0,0,0,2709,186,59,4,226,0,0.0628,0.86835,0.06884,53,55,148,12,30,0
542242944,0.38804458,0.9,0.02,0,0,0,0.04,0.04,1,2873,22603,918,923,22198,0,0.05552,0.7248,0.2197,20,95,595,57,21,0
792766296,0.039434276,0,0.95,0,0.01,0,0.04,0,0,2721,11444,803,65,15606,0,0.02722,0.74201,0.23077,2,57,24,4,93,0
17860504,0.02153554,0.73,0,0,0,0,0,0.27,1,4087,31233,1026,234,7447,0,0.04029,0.80667,0.15302,21,18,24,0,70,0
885540469,0.544326241,0.68,0,0,0,0,0,0.32,1,2674,4201,3052,1421,3998,0,0.05813,0.86718,0.07471,6,88,205,8,47,0
2863347469,0.451882845,1,0,0,0,0,0,0,0,1942,5557,1089,43611,20731,1,0.01476,0.59208,0.39314,19,168,17532,653,16,0
3037033914,0.436363636,0.98,0,0,0,0,0,0.02,1,1815,3417,551,796,2076,0,0.067,0.78275,0.15017,56,22,286,11,43,0
189248614,0.366583541,0.05,0,0,0,0,0.41,0.54,0,3441,6487,76,1382953,1995,1,0.02028,0.82076,0.15898,113,19,47487,5028,43,0
26310963,0.03296326,0.49,0,0,0.51,0,0,0,1,3976,8530,4172,3632,6570,0,0.02326,0.75877,0.21798,1,115,207,105,51,0
67378896,0.499337748,0.62,0,0.05,0.27,0,0.01,0.05,1,3827,301,363,81,2061,0,0.04698,0.76558,0.18745,67,25,85,20,78,0
132795126,0.522670025,0.45,0,0,0.01,0,0.02,0.52,1,3591,771,284,60,785,0,0.017,0.89347,0.08953,330,68,63,7,85,0
3400266309,0.10978604,0.63,0.29,0,0.04,0,0,0.04,1,1654,666,251,262,1886,0,0.03563,0.72901,0.23535,50,61,118,28,44,0
15889436,0.44269341,0.72,0,0,0,0,0.28,0,1,4194,9742,895,864,18904,0,0.05537,0.75275,0.19188,1,96,192,2,18,0
2942323358,0.024501548,1,0,0,0,0,0,0,1,1875,13310,2286,1017,34447,0,0.08181,0.75846,0.15969,4,69,158,0,48,0
42967074,0.417247387,0.33,0.15,0,0,0,0.49,0.03,1,3912,2113,622,138,229,0,0.06578,0.82155,0.11268,150,23,30,2,16,0
21832953,0.448224852,0,0.25,0,0,0,0.75,0,1,4004,8841,3952,1203,4516,0,0.06062,0.8012,0.13815,10,151,116,5,40,0
2815188740,0.52967033,0,0.99,0,0,0,0,0.01,1,1974,52323,2600,31458,26387,0,0.04782,0.81596,0.13623,8,39,174,25,19,0
3321563088,0.38019802,0.1,0,0,0.13,0,0.71,0.06,1,1636,1535,643,572,2487,0,0.01766,0.75052,0.23181,18,134,239,7,39,0
4882901363,0.432835821,0,0.94,0,0.01,0,0.02,0.03,1,1466,3849,3235,1935,12609,0,0.01153,0.79009,0.19837,19,164,446,50,48,0
1460825438,0.521276596,0,1,0,0,0,0,0,1,2452,13700,244,271,55553,0,0.01693,0.83586,0.1472,66,129,197,10,22,0
1579361887,0.511961722,0.97,0,0,0,0,0.03,0,1,2409,8999,3596,2994,10697,0,0.02056,0.83796,0.14148,80,81,125,28,33,0
436643475,0.453441296,0,1,0,0,0,0,0,0,2981,17564,1278,2079,54480,0,0.11389,0.76305,0.12308,17,76,114,7,38,0
4541336233,0.456790123,0.92,0,0,0,0,0.02,0.06,1,1522,7553,1007,4904,22930,0,0.0679,0.75195,0.18015,8,112,155,10,41,0
19409170,0.590013141,0.98,0,0.01,0,0,0.01,0,1,4036,2505,444,285,2233,0,0.05189,0.79837,0.14975,123,32,69,10,33,0
3111717031,0.465991317,0,0.1,0,0,0,0.9,0,0,1782,1828,326,333,11,0,0.03637,0.80886,0.15478,41,77,213,36,52,0
54135314,0.392307692,0,0.94,0,0,0,0.05,0.01,1,3872,1731,207,48,2127,0,0.02331,0.8269,0.14978,6,172,57,2,51,0
4532891,0.463625154,0.2,0,0,0,0,0.26,0.54,1,4687,62185,8010,953640,11580,1,0.03474,0.85569,0.10956,43,110,584,228,58,0
59095319,0.4408867,0.92,0,0,0.03,0,0.05,0,1,3856,23220,4815,6360,2428,0,0.04914,0.80174,0.14915,21,28,76,27,87,0
2773678921,0.539227895,0.5,0,0,0,0,0.5,0,1,1994,3522,335,363,6205,0,0.09835,0.7785,0.12317,9,82,189,24,43,0
29400182,0.030228901,1,0,0,0,0,0,0,1,3963,108296,1436,924,7136,0,0.06945,0.86388,0.06667,20,17,2,2,86,0
2311010291,0.494423792,0.27,0.71,0,0.01,0,0.01,0,0,2205,377,386,111,931,0,0.08758,0.82043,0.09197,99,31,94,10,7,0
